valor_aluguel,quartos,banheiros,vagas,area,bairro,tipo
6460,2,2,0,64.2,Butantã,casa
7234,2,2,1,67.3,Pinheiros,apto
6850,2,1,1,71.5,Vila Mariana,casa
8429,3,2,0,89.9,Itaim Bibi,casa
6616,1,2,1,68.3,Itaim Bibi,casa
4093,1,1,0,60.5,Butantã,apto
7800,2,2,0,83.0,Itaim Bibi,apto
6716,1,2,0,104.9,Tatuapé,kitnet
8526,3,1,2,78.3,Moema,kitnet
6144,3,1,1,64.1,Pinheiros,kitnet
6197,2,1,2,68.7,Pinheiros,apto
7226,3,1,0,65.1,Vila Mariana,kitnet
6177,1,2,2,60.4,Pinheiros,apto
6323,2,1,2,103.3,Tatuapé,casa
7699,2,1,1,45.0,Itaim Bibi,apto
5061,1,2,2,83.1,Butantã,kitnet
4936,1,2,1,57.5,Moema,apto
3929,2,2,1,30.4,Butantã,kitnet
5881,2,2,2,56.2,Butantã,apto
4272,1,2,1,49.1,Butantã,kitnet
6198,2,1,1,71.6,Moema,casa
8168,3,2,2,61.8,Vila Mariana,apto
4318,1,2,1,39.6,Butantã,apto
7494,3,1,0,89.4,Vila Mariana,kitnet
8390,2,1,2,81.8,Moema,apto
6513,2,1,2,91.7,Pinheiros,apto
8084,3,1,0,64.7,Itaim Bibi,casa
6305,2,2,2,59.3,Tatuapé,apto
8434,3,2,0,74.1,Pinheiros,apto
5131,1,1,0,48.5,Vila Mariana,casa
5389,1,2,2,62.6,Tatuapé,kitnet
3805,2,2,1,56.5,Tatuapé,kitnet
5711,1,1,1,30.8,Itaim Bibi,kitnet
4911,1,2,1,62.5,Vila Mariana,apto
5961,2,2,0,51.2,Butantã,casa
9259,3,2,2,55.1,Moema,apto
6158,1,2,0,67.3,Itaim Bibi,kitnet
7627,3,1,2,85.5,Vila Mariana,casa
6690,2,2,2,43.0,Pinheiros,apto
5819,1,1,0,53.3,Pinheiros,kitnet
5000,1,2,1,44.7,Moema,apto
3634,3,2,0,43.4,Butantã,apto
5274,1,1,1,48.1,Pinheiros,kitnet
4957,2,1,1,56.1,Moema,casa
7178,3,1,0,71.7,Pinheiros,kitnet
6066,2,1,2,66.4,Butantã,casa
7655,1,2,2,38.9,Itaim Bibi,kitnet
6578,1,1,0,85.9,Itaim Bibi,casa
8996,3,1,2,78.9,Itaim Bibi,apto
5180,2,1,2,42.0,Tatuapé,apto
6794,1,2,1,84.5,Itaim Bibi,kitnet
6828,1,1,2,66.5,Pinheiros,apto
4926,2,1,0,56.9,Butantã,casa
6630,1,1,2,67.2,Itaim Bibi,apto
7698,2,1,2,59.5,Itaim Bibi,apto
6616,1,1,1,70.9,Moema,casa
9036,3,1,2,63.7,Itaim Bibi,apto
6909,2,1,2,53.3,Moema,casa
6282,3,1,2,20.0,Pinheiros,kitnet
4620,1,2,1,70.5,Butantã,apto
5226,2,1,2,52.5,Vila Mariana,apto
6604,1,2,1,75.6,Pinheiros,apto
4872,2,2,1,69.6,Tatuapé,kitnet
7132,3,2,0,53.0,Vila Mariana,casa
5588,1,2,0,80.5,Butantã,casa
8011,3,2,2,64.1,Moema,apto
6569,2,1,1,63.3,Pinheiros,kitnet
5501,3,2,1,57.2,Butantã,apto
4227,1,1,2,93.7,Tatuapé,kitnet
5394,3,1,0,45.7,Vila Mariana,apto
7166,2,2,0,53.5,Itaim Bibi,kitnet
3975,1,2,0,35.3,Tatuapé,apto
5856,1,1,0,74.5,Pinheiros,apto
8777,3,2,1,48.4,Itaim Bibi,casa
7433,3,2,2,50.6,Moema,apto
5688,1,1,0,49.7,Itaim Bibi,apto
6853,2,2,1,61.3,Butantã,casa
3405,3,2,0,35.0,Tatuapé,apto
6438,2,2,2,20.0,Itaim Bibi,casa
5017,1,2,1,69.2,Vila Mariana,kitnet
4644,2,2,0,20.0,Vila Mariana,apto
7265,2,1,1,77.1,Moema,casa
6217,1,2,1,91.2,Butantã,apto
6006,3,1,2,56.7,Tatuapé,casa
6235,1,2,0,86.0,Moema,apto
7815,3,1,2,59.5,Itaim Bibi,apto
7459,3,2,2,92.0,Butantã,apto
6218,3,2,0,50.9,Butantã,kitnet
7646,3,1,2,20.0,Vila Mariana,apto
7814,1,2,2,58.4,Itaim Bibi,kitnet
4415,1,1,1,94.2,Tatuapé,kitnet
7746,3,1,0,70.7,Moema,casa
7636,3,1,1,49.7,Moema,apto
7182,3,2,1,66.6,Pinheiros,kitnet
6559,2,1,0,79.4,Vila Mariana,kitnet
3432,2,2,1,58.3,Tatuapé,apto
7118,1,2,2,112.5,Butantã,kitnet
3708,1,1,1,49.7,Butantã,kitnet
6714,2,1,2,80.1,Vila Mariana,apto
7930,1,1,0,75.2,Itaim Bibi,apto
4471,1,1,2,46.0,Pinheiros,kitnet
6964,1,2,1,51.5,Itaim Bibi,apto
7346,1,1,0,80.4,Moema,casa
8323,3,1,2,62.9,Moema,apto
7311,3,2,1,66.8,Itaim Bibi,kitnet
8299,3,2,1,27.3,Moema,apto
6925,1,2,0,73.1,Itaim Bibi,apto
5350,2,2,2,65.7,Tatuapé,apto
5613,3,2,0,58.7,Butantã,apto
4911,2,2,0,67.2,Tatuapé,casa
4402,2,1,0,51.8,Vila Mariana,apto
7777,3,1,1,48.2,Itaim Bibi,kitnet
6877,3,1,0,55.2,Moema,casa
6558,3,2,2,50.7,Tatuapé,apto
8122,2,2,0,103.6,Pinheiros,kitnet
8848,2,2,2,78.2,Pinheiros,casa
5550,3,2,2,40.6,Tatuapé,kitnet
7479,3,1,2,100.7,Vila Mariana,apto
3764,2,2,0,51.3,Butantã,kitnet
6572,2,1,0,60.6,Butantã,casa
9068,2,2,2,77.9,Itaim Bibi,kitnet
4864,1,1,1,20.6,Itaim Bibi,casa
6412,2,1,2,55.3,Tatuapé,kitnet
7141,2,2,0,48.5,Pinheiros,casa
7242,3,2,1,64.1,Moema,apto
6819,2,2,0,67.4,Moema,apto
4648,1,2,1,58.5,Butantã,kitnet
5370,3,1,0,57.5,Vila Mariana,kitnet
8362,2,2,2,81.3,Moema,casa
7550,1,2,1,66.0,Moema,kitnet
6026,3,2,0,60.8,Pinheiros,apto
6623,2,1,1,63.0,Pinheiros,apto
9136,2,1,1,96.7,Moema,casa
8124,3,2,2,63.5,Pinheiros,casa
6631,3,1,1,49.7,Pinheiros,kitnet
5820,2,2,1,21.8,Moema,kitnet
6404,2,2,2,31.3,Vila Mariana,apto
4778,3,2,1,50.7,Tatuapé,kitnet
6429,1,2,2,57.8,Pinheiros,casa
6587,3,1,2,48.9,Vila Mariana,kitnet
8511,2,1,2,67.0,Moema,apto
5693,3,2,2,48.6,Butantã,apto
4253,2,1,2,41.7,Tatuapé,apto
5174,3,1,1,72.3,Butantã,kitnet
7971,1,2,1,87.4,Moema,apto
6897,3,2,0,37.9,Moema,kitnet
6157,1,1,2,64.9,Moema,kitnet
4044,2,2,2,21.9,Butantã,apto
4245,1,1,2,30.5,Butantã,kitnet
4864,3,1,2,48.2,Butantã,apto
8270,3,2,1,82.7,Itaim Bibi,apto
4150,1,1,0,44.4,Tatuapé,casa
5677,3,2,2,43.7,Tatuapé,apto
5486,1,1,2,60.7,Butantã,apto
6335,2,2,2,60.7,Vila Mariana,apto
6328,1,2,1,44.3,Moema,casa
6117,1,2,1,99.7,Butantã,apto
7051,1,1,0,54.7,Moema,apto
6713,2,1,0,62.3,Vila Mariana,casa
6282,2,2,2,52.0,Tatuapé,casa
6461,3,2,0,68.8,Vila Mariana,kitnet
4452,1,2,0,84.7,Butantã,apto
8107,3,2,2,93.3,Butantã,casa
5844,1,1,1,44.8,Vila Mariana,kitnet
5891,1,2,0,82.0,Tatuapé,casa
5140,1,2,1,71.0,Butantã,apto
8167,1,2,1,79.5,Itaim Bibi,casa
6541,2,2,0,58.2,Vila Mariana,casa
5607,3,1,1,56.3,Tatuapé,apto
6315,3,1,1,78.7,Tatuapé,casa
6551,3,1,2,79.1,Tatuapé,apto
6709,2,2,0,91.3,Pinheiros,casa
5070,1,1,2,64.0,Vila Mariana,kitnet
4175,2,1,0,57.9,Butantã,casa
4421,3,1,2,20.0,Vila Mariana,kitnet
4648,1,1,2,27.8,Vila Mariana,apto
5331,1,2,1,52.1,Vila Mariana,kitnet
6649,3,2,0,38.0,Vila Mariana,kitnet
6797,1,1,0,76.3,Pinheiros,kitnet
8473,3,2,1,33.8,Moema,kitnet
7334,3,2,2,50.0,Butantã,casa
6117,2,2,2,50.8,Pinheiros,casa
5177,2,1,0,84.1,Vila Mariana,kitnet
6080,1,2,0,47.8,Pinheiros,kitnet
6277,2,1,1,69.0,Tatuapé,casa
8362,3,2,1,63.9,Vila Mariana,apto
9230,3,1,2,78.1,Itaim Bibi,apto
4513,2,2,2,77.0,Tatuapé,apto
8272,3,1,1,59.3,Itaim Bibi,apto
5427,3,2,1,26.1,Tatuapé,apto
7663,1,2,1,55.4,Moema,apto
6232,2,1,1,59.6,Butantã,kitnet
8699,2,2,2,65.7,Moema,apto
4288,2,2,0,45.2,Butantã,casa
5961,3,1,2,82.8,Butantã,casa
6335,3,1,2,60.3,Tatuapé,apto
6514,2,2,1,41.6,Itaim Bibi,kitnet
6505,1,2,1,50.8,Vila Mariana,kitnet
8193,3,2,1,98.6,Itaim Bibi,kitnet
9552,3,2,2,73.3,Itaim Bibi,kitnet
6785,3,2,0,81.0,Butantã,casa
5110,2,1,1,39.2,Vila Mariana,kitnet
5447,1,1,1,46.2,Itaim Bibi,apto
5342,2,1,2,46.4,Moema,kitnet
4585,1,1,0,63.7,Vila Mariana,kitnet
5484,2,2,0,56.5,Vila Mariana,apto
6596,3,2,1,50.2,Tatuapé,casa
4355,1,1,1,52.7,Vila Mariana,casa
7586,3,2,2,44.1,Pinheiros,apto
4958,1,1,0,56.4,Moema,kitnet
4952,1,1,0,82.3,Tatuapé,apto
4302,3,2,1,29.7,Vila Mariana,apto
6684,1,2,1,66.9,Butantã,apto
8815,3,2,0,87.6,Itaim Bibi,kitnet
3908,1,2,1,49.4,Butantã,casa
6354,1,2,0,78.5,Moema,kitnet
4785,1,1,2,40.3,Pinheiros,apto
4995,1,1,0,59.5,Pinheiros,kitnet
4946,3,1,2,39.2,Butantã,apto
4125,3,2,0,22.6,Butantã,kitnet
6982,3,1,1,57.0,Itaim Bibi,apto
7199,3,1,2,34.7,Pinheiros,apto
7554,3,1,1,59.8,Vila Mariana,kitnet
7765,3,1,2,82.3,Pinheiros,kitnet
8198,3,2,0,97.1,Pinheiros,kitnet
5755,2,2,2,61.9,Vila Mariana,kitnet
5968,3,1,0,80.4,Tatuapé,casa
6023,1,1,1,68.0,Pinheiros,apto
4395,2,1,0,52.3,Butantã,apto
7662,3,2,2,21.5,Moema,casa
6123,1,1,0,92.5,Vila Mariana,casa
3427,1,2,2,39.0,Tatuapé,casa
8384,1,1,1,87.7,Itaim Bibi,apto
5356,1,1,1,70.7,Vila Mariana,casa
7455,2,2,1,40.5,Pinheiros,apto
7224,3,1,0,66.2,Pinheiros,apto
7356,1,2,0,102.7,Butantã,apto
9562,3,2,2,90.7,Pinheiros,casa
5774,3,1,2,49.7,Tatuapé,casa
7494,3,2,2,45.8,Moema,apto
7899,3,2,1,62.0,Itaim Bibi,casa
6027,1,2,0,56.7,Pinheiros,apto
5934,2,1,1,84.0,Butantã,apto
7973,3,1,1,74.8,Itaim Bibi,apto
7851,3,2,1,26.2,Moema,casa
6606,2,2,1,69.2,Vila Mariana,kitnet
6664,3,1,2,56.4,Butantã,apto
6242,3,2,1,60.7,Vila Mariana,apto
7449,1,2,0,65.0,Moema,apto
9620,3,2,2,84.0,Moema,casa
7145,1,2,1,79.6,Vila Mariana,kitnet
7432,2,1,1,45.0,Moema,apto
5897,1,2,1,58.8,Pinheiros,casa
6899,3,1,2,51.0,Pinheiros,kitnet
5917,1,1,2,26.4,Vila Mariana,kitnet
6702,2,2,2,57.8,Pinheiros,casa
9506,3,1,1,96.9,Moema,kitnet
4568,3,2,0,25.8,Butantã,kitnet
4096,1,1,1,59.5,Pinheiros,kitnet
6284,3,1,2,58.9,Pinheiros,apto
7097,2,1,2,65.8,Pinheiros,apto
6283,3,2,2,40.7,Tatuapé,apto
5672,2,1,2,31.5,Vila Mariana,kitnet
6490,1,1,1,32.4,Moema,casa
6412,1,1,0,86.6,Pinheiros,apto
3990,1,1,1,40.3,Vila Mariana,casa
8076,3,2,0,50.0,Moema,apto
9498,3,1,2,102.1,Moema,kitnet
4299,2,1,2,45.3,Tatuapé,casa
8583,3,1,1,66.8,Itaim Bibi,kitnet
7102,1,1,1,81.3,Moema,apto
5625,3,1,0,80.3,Butantã,casa
3359,1,2,0,33.4,Tatuapé,apto
5603,1,1,0,45.7,Vila Mariana,kitnet
7586,3,1,0,66.0,Vila Mariana,casa
6908,2,1,0,98.6,Vila Mariana,casa
4489,1,2,2,44.8,Tatuapé,casa
5857,3,2,2,50.1,Vila Mariana,apto
6427,1,2,1,68.4,Butantã,kitnet
9101,3,2,0,72.4,Moema,casa
5710,1,1,2,73.6,Butantã,kitnet
4672,1,2,1,43.1,Itaim Bibi,apto
6514,1,2,1,49.4,Moema,apto
5928,2,1,1,64.3,Vila Mariana,kitnet
8304,1,2,1,85.2,Itaim Bibi,apto
5396,1,2,2,55.2,Vila Mariana,apto
7101,3,2,2,59.6,Vila Mariana,kitnet
4980,2,1,1,39.5,Butantã,apto
8299,2,2,2,97.3,Moema,apto
5933,1,2,2,63.1,Pinheiros,casa
6901,1,1,0,81.6,Moema,apto
8189,1,2,2,60.6,Moema,apto
6898,3,2,1,61.7,Butantã,apto
6260,1,1,0,30.0,Itaim Bibi,apto
4351,1,1,2,20.0,Vila Mariana,apto
9247,3,1,2,85.0,Pinheiros,kitnet
3954,2,2,1,61.6,Tatuapé,apto
8842,3,2,0,64.1,Pinheiros,apto
7172,2,1,2,35.0,Vila Mariana,apto
7523,3,2,2,41.9,Pinheiros,casa
8403,3,2,0,81.2,Pinheiros,kitnet
6514,2,2,1,94.8,Butantã,casa
6560,3,2,0,47.6,Pinheiros,apto
6314,2,2,0,73.4,Pinheiros,apto
6275,3,2,1,63.8,Butantã,casa
6372,2,2,0,57.6,Vila Mariana,apto
7617,2,1,1,50.9,Pinheiros,kitnet
7525,2,2,1,84.8,Pinheiros,casa
6038,2,2,2,67.6,Pinheiros,kitnet
9405,3,2,0,59.7,Itaim Bibi,apto
5746,3,1,2,87.4,Tatuapé,apto
7627,3,2,0,65.8,Moema,kitnet
6460,3,1,0,58.1,Vila Mariana,kitnet
6761,1,1,1,87.6,Pinheiros,apto
4893,3,1,0,85.0,Tatuapé,casa
6424,3,1,0,84.0,Vila Mariana,apto
9461,3,2,2,68.8,Itaim Bibi,kitnet
6574,2,2,1,64.2,Butantã,kitnet
6102,1,2,2,59.3,Moema,casa
6462,1,1,0,72.2,Pinheiros,kitnet
6901,2,2,0,65.2,Vila Mariana,casa
4279,1,1,1,73.6,Butantã,kitnet
4553,3,2,2,54.6,Tatuapé,apto
5942,3,1,2,90.0,Tatuapé,casa
7891,3,2,0,75.6,Moema,casa
8259,2,2,1,70.9,Pinheiros,casa
5702,2,2,1,69.9,Butantã,apto
8589,3,2,2,83.1,Itaim Bibi,apto
6631,3,2,0,80.4,Butantã,kitnet
3296,1,1,1,57.7,Butantã,apto
7606,2,2,2,79.8,Vila Mariana,casa
5922,3,1,1,63.5,Vila Mariana,casa
7384,3,1,2,98.3,Vila Mariana,casa
7159,3,2,1,82.0,Butantã,apto
5225,1,1,1,47.5,Tatuapé,apto
5605,3,2,0,72.7,Tatuapé,apto
5795,2,2,2,46.1,Butantã,apto
6764,1,1,2,97.6,Butantã,apto
4420,1,2,1,65.1,Pinheiros,kitnet
7694,3,1,2,44.1,Moema,casa
7750,3,1,2,54.7,Itaim Bibi,apto
6332,3,1,2,45.7,Itaim Bibi,casa
5447,3,1,0,53.9,Pinheiros,apto
6049,3,2,0,53.4,Vila Mariana,casa
4896,3,1,0,45.0,Tatuapé,apto
8669,3,1,0,65.4,Itaim Bibi,apto
8218,3,2,2,67.8,Pinheiros,apto
4760,2,1,0,40.1,Tatuapé,casa
5726,3,2,0,26.8,Vila Mariana,casa
6923,3,2,2,66.2,Vila Mariana,casa
4472,1,2,0,70.6,Tatuapé,casa
9495,3,2,2,74.6,Moema,kitnet
6357,2,1,2,71.0,Tatuapé,kitnet
6025,1,1,1,91.5,Vila Mariana,casa
7155,1,2,2,79.9,Itaim Bibi,casa
7776,1,1,2,113.6,Pinheiros,casa
7743,3,1,0,122.0,Butantã,apto
7031,3,2,0,24.8,Pinheiros,casa
5257,1,2,1,20.0,Itaim Bibi,apto
6561,2,1,1,59.9,Moema,kitnet
8707,2,2,2,70.1,Moema,casa
6029,2,2,0,58.5,Pinheiros,kitnet
7062,2,1,0,74.1,Itaim Bibi,kitnet
7541,3,1,0,54.6,Pinheiros,casa
3487,2,2,0,46.1,Tatuapé,kitnet
8919,2,1,2,49.1,Itaim Bibi,casa
4490,2,1,1,56.0,Butantã,apto
8799,2,1,2,76.9,Itaim Bibi,apto
6321,3,2,0,50.3,Vila Mariana,apto
7444,2,2,0,54.2,Itaim Bibi,kitnet
8432,3,1,2,71.4,Itaim Bibi,casa
6166,2,1,0,56.0,Vila Mariana,apto
7492,3,2,0,82.3,Pinheiros,casa
4790,3,1,1,41.6,Butantã,apto
7869,3,2,0,37.3,Pinheiros,kitnet
4806,2,1,0,66.1,Tatuapé,kitnet
6002,2,2,1,68.1,Vila Mariana,apto
4989,2,2,1,42.7,Pinheiros,kitnet
7713,3,1,1,98.5,Pinheiros,apto
8973,3,1,0,47.4,Itaim Bibi,kitnet
9311,3,2,0,89.7,Itaim Bibi,apto
5914,3,1,1,20.0,Pinheiros,apto
7482,3,2,0,81.5,Vila Mariana,apto
8958,2,2,1,42.8,Itaim Bibi,casa
5895,2,1,1,40.8,Pinheiros,apto
6247,3,2,2,58.6,Butantã,apto
6343,3,2,1,43.8,Vila Mariana,apto
6691,2,2,1,55.7,Pinheiros,kitnet
6685,3,1,1,96.6,Butantã,kitnet
5686,1,1,1,57.8,Pinheiros,kitnet
6447,2,1,2,102.2,Tatuapé,casa
4218,3,1,0,52.3,Butantã,casa
5800,2,1,0,89.8,Tatuapé,kitnet
5497,3,1,2,27.5,Tatuapé,casa
6894,2,2,1,54.3,Moema,casa
7173,2,1,0,49.3,Pinheiros,apto
7291,2,2,1,90.8,Tatuapé,casa
6686,3,2,0,63.7,Butantã,apto
5065,1,1,1,20.0,Pinheiros,apto
4338,1,2,2,33.8,Butantã,kitnet
7106,2,1,0,39.7,Moema,kitnet
6717,1,2,2,78.7,Tatuapé,apto
7529,2,2,0,76.1,Pinheiros,apto
3964,2,1,0,54.0,Tatuapé,apto
5539,1,2,2,49.0,Vila Mariana,kitnet
6789,2,1,1,74.3,Vila Mariana,apto
7992,2,2,2,37.4,Itaim Bibi,apto
7513,3,1,2,69.2,Pinheiros,apto
6470,1,1,2,67.5,Moema,kitnet
6803,3,2,0,54.5,Tatuapé,casa
5781,2,2,0,68.0,Pinheiros,kitnet
5608,3,1,0,62.0,Vila Mariana,kitnet
6037,1,2,1,69.9,Moema,apto
3045,1,2,1,33.3,Tatuapé,kitnet
6767,2,1,2,72.3,Butantã,casa
6841,2,2,0,80.5,Butantã,casa
6133,2,2,0,66.4,Vila Mariana,apto
6358,1,1,1,72.0,Pinheiros,kitnet
6626,2,2,1,57.8,Pinheiros,kitnet
5881,3,2,2,77.8,Tatuapé,casa
8514,3,1,0,61.3,Pinheiros,apto
6011,1,2,1,37.0,Vila Mariana,kitnet
6576,2,2,2,76.4,Butantã,kitnet
3835,2,2,1,27.3,Butantã,casa
5790,2,2,2,65.7,Butantã,casa
5816,3,1,1,52.3,Vila Mariana,apto
4409,2,1,0,51.0,Tatuapé,apto
6251,3,1,2,63.4,Tatuapé,kitnet
5902,3,1,1,45.8,Vila Mariana,casa
3444,1,2,0,70.2,Tatuapé,apto
7440,3,2,0,61.1,Tatuapé,kitnet
5920,1,1,0,47.7,Moema,apto
8568,2,2,0,86.8,Itaim Bibi,apto
7785,2,2,2,64.1,Itaim Bibi,apto
4029,2,1,1,72.6,Tatuapé,casa
7783,2,1,0,88.3,Itaim Bibi,casa
6882,1,1,0,88.0,Itaim Bibi,apto
5215,1,2,0,71.6,Tatuapé,casa
7443,3,1,2,53.9,Vila Mariana,casa
8154,3,2,1,31.4,Itaim Bibi,casa
8615,3,1,0,64.1,Itaim Bibi,casa
7500,2,1,2,81.9,Butantã,kitnet
7824,3,1,2,67.1,Pinheiros,kitnet
6479,2,1,0,20.0,Moema,apto
5617,1,1,2,77.4,Butantã,kitnet
3939,1,2,2,78.6,Tatuapé,casa
3796,1,1,0,54.0,Butantã,apto
6499,2,1,2,79.8,Pinheiros,casa
7562,3,1,1,72.6,Pinheiros,kitnet
5956,1,2,1,46.3,Itaim Bibi,kitnet
8047,2,1,0,85.4,Moema,casa
4324,1,2,0,34.7,Tatuapé,apto
8729,2,2,2,58.9,Moema,apto
8601,2,1,2,56.9,Moema,apto
5623,2,2,0,66.1,Pinheiros,casa
8056,3,2,2,85.0,Butantã,kitnet
6514,3,1,2,74.5,Tatuapé,kitnet
7508,3,2,2,26.1,Moema,kitnet
6553,3,2,1,33.3,Pinheiros,apto
4853,1,1,0,63.3,Itaim Bibi,casa
7462,3,1,2,59.3,Moema,kitnet
5512,1,1,2,50.0,Pinheiros,kitnet
8371,3,1,1,98.1,Moema,apto
5395,3,1,1,62.1,Butantã,casa
9072,3,2,0,70.8,Vila Mariana,kitnet
7391,3,2,1,79.8,Vila Mariana,apto
7955,3,1,0,61.1,Itaim Bibi,casa
8749,3,2,1,111.8,Vila Mariana,apto
4407,1,2,0,41.2,Butantã,kitnet
4055,1,2,1,47.9,Butantã,apto
6332,3,2,0,41.1,Butantã,apto
5992,1,1,2,91.3,Butantã,apto
5752,2,2,1,76.0,Vila Mariana,apto
5488,1,2,2,49.1,Vila Mariana,casa
6544,2,2,0,42.7,Moema,apto
8556,3,2,0,87.7,Moema,casa
6124,3,1,0,67.2,Butantã,casa
9054,2,2,1,88.2,Itaim Bibi,casa
5377,2,2,0,58.8,Tatuapé,kitnet
5978,2,1,2,70.2,Butantã,casa
5449,2,1,2,66.0,Tatuapé,casa
5705,2,2,2,47.5,Moema,kitnet
8036,3,1,0,57.1,Moema,apto
3880,1,1,1,36.3,Tatuapé,kitnet
6209,2,2,1,69.9,Pinheiros,kitnet
7981,2,1,1,75.2,Itaim Bibi,apto
6412,2,2,1,79.8,Tatuapé,apto
8637,1,2,2,73.3,Itaim Bibi,casa
4831,1,1,2,57.4,Tatuapé,apto
8188,2,1,0,91.0,Itaim Bibi,casa
6793,3,1,0,77.8,Butantã,kitnet
5888,3,1,0,87.8,Tatuapé,casa
9000,3,1,1,89.0,Moema,apto
6828,3,2,1,57.5,Pinheiros,apto
9121,2,2,2,67.8,Itaim Bibi,kitnet
3677,1,2,0,75.5,Butantã,apto
7364,2,2,0,37.0,Itaim Bibi,casa
4838,3,1,0,37.5,Butantã,kitnet
4793,2,1,0,34.0,Butantã,apto
7411,3,2,0,57.8,Itaim Bibi,casa
4172,1,2,0,53.3,Tatuapé,casa
5087,1,1,2,31.3,Pinheiros,apto
6337,1,1,2,63.0,Pinheiros,casa
4605,1,1,2,58.1,Vila Mariana,casa
8318,2,1,1,83.6,Moema,apto
7031,2,1,1,100.3,Itaim Bibi,kitnet
7140,2,1,2,69.1,Moema,casa
4032,1,2,0,46.1,Pinheiros,apto
6951,2,1,1,72.9,Vila Mariana,kitnet
5026,1,1,2,60.2,Butantã,kitnet
5721,2,2,1,55.2,Butantã,apto
6762,1,1,0,42.8,Moema,apto
6069,1,1,1,50.7,Itaim Bibi,casa
7681,1,2,2,56.4,Itaim Bibi,casa
5035,1,2,0,76.1,Butantã,kitnet
5738,2,2,1,70.2,Butantã,casa
6741,2,1,0,96.5,Tatuapé,casa
9270,2,2,0,73.5,Moema,apto
5109,2,1,2,68.5,Tatuapé,casa
6083,1,2,1,53.9,Vila Mariana,kitnet
5733,1,1,0,39.3,Moema,casa
5523,3,1,1,48.6,Tatuapé,casa
5078,3,1,0,46.0,Tatuapé,apto
3627,1,2,2,39.8,Moema,apto
8289,1,1,0,92.0,Moema,apto
4965,1,1,0,67.4,Pinheiros,apto
4481,1,2,2,52.5,Tatuapé,kitnet
5263,2,1,2,68.0,Tatuapé,casa
4301,3,1,2,20.9,Butantã,kitnet
6661,3,2,2,65.6,Tatuapé,casa
8831,3,1,2,85.5,Moema,casa
6054,2,2,1,57.6,Pinheiros,casa
5256,2,1,2,24.6,Vila Mariana,apto
7125,2,1,2,51.7,Moema,casa
7610,1,1,0,85.6,Moema,kitnet
5883,2,1,0,65.2,Moema,kitnet
5305,1,2,1,31.6,Moema,casa
9601,2,1,2,107.4,Itaim Bibi,kitnet
5036,1,2,2,34.9,Pinheiros,kitnet
5832,3,2,0,55.1,Vila Mariana,casa
5905,3,1,1,39.3,Pinheiros,casa
6598,3,2,2,39.3,Vila Mariana,apto
6351,1,2,0,51.0,Itaim Bibi,apto
6114,1,1,2,72.7,Pinheiros,kitnet
7851,3,2,0,85.8,Moema,apto
7087,3,1,0,52.3,Pinheiros,casa
5255,2,1,0,39.8,Butantã,kitnet
5659,1,1,2,69.6,Itaim Bibi,apto
5262,2,1,2,70.2,Vila Mariana,kitnet
6547,2,1,0,64.8,Vila Mariana,casa
8821,3,2,1,65.5,Pinheiros,apto
5029,2,1,0,57.7,Moema,apto
7611,1,1,2,62.0,Itaim Bibi,kitnet
7101,3,1,2,56.4,Tatuapé,kitnet
6452,3,2,2,81.4,Butantã,kitnet
9401,1,2,1,104.6,Moema,kitnet
5265,1,2,0,63.6,Vila Mariana,apto
6748,1,2,0,59.9,Moema,kitnet
6878,3,2,2,65.1,Vila Mariana,apto
5906,2,2,1,46.8,Butantã,apto
7127,2,2,0,75.3,Vila Mariana,kitnet
5200,1,2,0,51.6,Tatuapé,casa
6434,1,1,2,78.0,Pinheiros,kitnet
7999,2,2,1,40.6,Moema,casa
5543,1,1,0,67.0,Vila Mariana,kitnet
7044,3,2,2,64.7,Pinheiros,casa
5352,1,2,1,79.2,Pinheiros,casa
6743,3,2,1,76.6,Pinheiros,casa
7388,3,2,1,57.8,Moema,kitnet
8519,3,2,2,50.6,Pinheiros,apto
5591,2,2,0,60.0,Butantã,kitnet
5027,1,2,0,67.3,Vila Mariana,kitnet
5882,3,2,0,69.7,Tatuapé,kitnet
7575,2,1,2,66.0,Itaim Bibi,casa
7986,2,1,2,58.2,Moema,casa
4295,1,1,1,79.9,Butantã,casa
6275,2,2,0,46.5,Pinheiros,apto
8328,2,2,2,109.6,Vila Mariana,kitnet
5679,1,2,2,75.3,Vila Mariana,casa
8294,3,2,2,37.5,Pinheiros,kitnet
5775,1,2,2,63.7,Vila Mariana,apto
6369,3,2,0,75.5,Vila Mariana,kitnet
9173,3,2,2,53.0,Itaim Bibi,casa
5047,2,1,1,30.1,Vila Mariana,kitnet
4503,1,2,1,39.2,Butantã,apto
6378,2,1,0,70.8,Itaim Bibi,casa
5097,2,2,1,24.9,Butantã,casa
7868,2,2,2,31.0,Pinheiros,casa
3712,1,1,1,70.7,Butantã,apto
5350,2,1,2,55.5,Tatuapé,casa
3654,1,1,2,46.1,Butantã,apto
8655,2,1,0,50.1,Moema,casa
5909,2,2,2,30.6,Butantã,apto
6116,2,2,2,69.7,Tatuapé,casa
5934,3,2,1,43.9,Pinheiros,casa
7090,3,2,1,49.3,Moema,apto
8205,3,2,1,66.9,Pinheiros,kitnet
4856,3,1,2,54.9,Butantã,kitnet
5412,3,1,2,45.9,Vila Mariana,apto
3713,1,1,0,20.2,Vila Mariana,apto
4227,1,1,0,67.3,Tatuapé,kitnet
